article_id,published_at,source,category,title,article_text,brand_mentioned,cluster
NEWS-04147,2025-01-06 06:00:00,Global Wire,World,Humanitarian developments reshape world outlook,"A new humanitarian report highlights summit and trade developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-04257,2025-01-06 07:00:00,Insight News,Entertainment,Television developments reshape entertainment outlook involving Google,"A new television report highlights streaming and celebrity developments in the entertainment sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,0
NEWS-00415,2025-01-06 07:00:00,Insight News,Politics,Campaign developments reshape politics outlook,"A new campaign report highlights government and election developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-02815,2025-01-06 08:00:00,Insight News,Health,Hospital developments reshape health outlook,"A new hospital report highlights medicine and wellness developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-02080,2025-01-06 08:00:00,Metro Journal,Science,Discovery developments reshape science outlook involving Apple,"A new discovery report highlights laboratory and research developments in the science sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,2
NEWS-00069,2025-01-06 10:00:00,Global Wire,Science,Discovery developments reshape science outlook involving Microsoft,"A new discovery report highlights research and energy developments in the science sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,2
NEWS-01743,2025-01-06 12:00:00,Insight News,Technology,Artificial Intelligence developments reshape technology outlook,"A new artificial intelligence report highlights software and cybersecurity developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-03642,2025-01-06 12:00:00,Insight News,Entertainment,Streaming developments reshape entertainment outlook,"A new streaming report highlights festival and television developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-02560,2025-01-06 14:00:00,Morning Brief,Science,Climate developments reshape science outlook involving Microsoft,"A new climate report highlights laboratory and discovery developments in the science sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,2
NEWS-03862,2025-01-06 15:00:00,Daily Ledger,Health,Clinical developments reshape health outlook,"A new clinical report highlights vaccine and wellness developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-04969,2025-01-06 17:00:00,Metro Journal,World,Humanitarian developments reshape world outlook involving Microsoft,"A new humanitarian report highlights conflict and summit developments in the world sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,7
NEWS-00972,2025-01-06 18:00:00,Global Wire,Entertainment,Music developments reshape entertainment outlook,"A new music report highlights festival and celebrity developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-00795,2025-01-06 21:00:00,Insight News,Sports,Tournament developments reshape sports outlook,"A new tournament report highlights league and season developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-02605,2025-01-06 22:00:00,Metro Journal,World,Diplomacy developments reshape world outlook,"A new diplomacy report highlights region and humanitarian developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-04430,2025-01-06 22:00:00,Insight News,Sports,League developments reshape sports outlook involving Apple,"A new league report highlights athlete and championship developments in the sports sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple,5
NEWS-04075,2025-01-06 23:00:00,Metro Journal,Politics,Campaign developments reshape politics outlook involving Tesla,"A new campaign report highlights policy and regulation developments in the politics sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,3
NEWS-00650,2025-01-06 23:00:00,Morning Brief,Sports,Coach developments reshape sports outlook involving Microsoft,"A new coach report highlights championship and league developments in the sports sector involving Microsoft. Analysts discuss possible effects on audiences, organizations, and future planning.",Microsoft,5
NEWS-01620,2025-01-07 00:00:00,Metro Journal,Entertainment,Television developments reshape entertainment outlook,"A new television report highlights celebrity and film developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-04673,2025-01-07 00:00:00,Metro Journal,Sports,Coach developments reshape sports outlook,"A new coach report highlights athlete and season developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
